Timestamp,Name,Value
6.691818,"systemTime",2022-05-22 19:47:20.114622
11.711592,"systemTime",2022-05-22 19:47:25.134493
16.711019,"systemTime",2022-05-22 19:47:30.133991
21.730839,"systemTime",2022-05-22 19:47:35.153887
26.731389,"systemTime",2022-05-22 19:47:40.154511
31.730151,"systemTime",2022-05-22 19:47:45.153349
36.731103,"systemTime",2022-05-22 19:47:50.154378
41.732728,"systemTime",2022-05-22 19:47:55.156074
46.731026,"systemTime",2022-05-22 19:48:00.154448
51.730787,"systemTime",2022-05-22 19:48:05.154282
56.750258,"systemTime",2022-05-22 19:48:10.173830
61.753767,"systemTime",2022-05-22 19:48:15.177417
66.77092,"systemTime",2022-05-22 19:48:20.194640
71.77069,"systemTime",2022-05-22 19:48:25.194486
76.771319,"systemTime",2022-05-22 19:48:30.195190
81.770347,"systemTime",2022-05-22 19:48:35.194291
81.783483,"/indexerRPM",0
81.783549,"/flywheelRPM",0
81.783603,"/kickerRPM",0
81.797858,"/pose","-3.4016369312439565E-6,1.9565480403043952E-10,2.3968449819998668E-4"
81.826512,"/indexerRPM",0
81.826576,"/flywheelRPM",0
81.826719,"/kickerRPM",0
81.830136,"/pose","-3.401636941013919E-6,1.9566232739038322E-10,2.3968449814245813E-4"
81.841488,"/indexerRPM",0
81.841515,"/flywheelRPM",0
81.84154,"/kickerRPM",0
81.843315,"/pose","-3.4016369312439565E-6,1.9564379046049213E-10,2.396844981988308E-4"
81.853672,"/indexerRPM",0
81.853717,"/flywheelRPM",0
81.853737,"/kickerRPM",0
81.857425,"/pose","-3.4016369339084918E-6,1.9564040002532378E-10,2.3968449821456126E-4"
81.866608,"/indexerRPM",0
81.866627,"/flywheelRPM",0
81.866648,"/kickerRPM",0
81.869253,"/pose","-3.401636941013919E-6,1.9564988591336497E-10,2.3968449818669645E-4"
81.881323,"/indexerRPM",0
81.881369,"/flywheelRPM",0
81.881389,"/kickerRPM",0
81.883076,"/pose","-3.4016369312439565E-6,1.956429849529562E-10,2.3968449821577033E-4"
81.898034,"/indexerRPM",0
81.898054,"/flywheelRPM",0
81.898073,"/kickerRPM",0
81.899892,"/pose","-3.401636941013919E-6,1.9563646559076645E-10,2.396844982297502E-4"
81.918009,"/indexerRPM",0
81.918029,"/flywheelRPM",0
81.918048,"/kickerRPM",0
81.919768,"/pose","-3.4016369312439565E-6,1.9563412032601398E-10,2.3968449824524705E-4"
81.938165,"/indexerRPM",0
81.938208,"/flywheelRPM",0
81.938228,"/kickerRPM",0
81.940581,"/pose","-3.401636941013919E-6,1.9564594821376454E-10,2.8762139770464895E-4"
81.958143,"/indexerRPM",0
81.958186,"/flywheelRPM",0
81.958205,"/kickerRPM",0
81.959695,"/pose","-3.401636924138529E-6,1.9563605153513688E-10,2.876213977269809E-4"
81.978111,"/indexerRPM",0
81.978158,"/flywheelRPM",0
81.978178,"/kickerRPM",0
81.980125,"/pose","-3.4016369150347003E-6,1.9561582620456787E-10,2.8762139764658076E-4"
81.999742,"/indexerRPM",0
81.999893,"/flywheelRPM",0
81.999917,"/kickerRPM",0
82.001427,"/pose","-3.401636924138529E-6,1.9562213211424086E-10,2.8762139758517816E-4"
82.017992,"/indexerRPM",0
82.018012,"/flywheelRPM",0
82.018032,"/kickerRPM",0
82.019637,"/pose","-3.4016369150347003E-6,1.9562173795285644E-10,3.355582969945594E-4"
82.038146,"/indexerRPM",0
82.038165,"/flywheelRPM",0
82.038186,"/kickerRPM",0
82.039713,"/pose","-3.4016369312439565E-6,1.9562428439144457E-10,3.35558296994827E-4"
82.058168,"/indexerRPM",0
82.058189,"/flywheelRPM",0
82.058209,"/kickerRPM",0
82.059862,"/pose","-3.4016369339084918E-6,1.9561494464107637E-10,2.8762139742289917E-4"
82.078301,"/indexerRPM",0
82.078321,"/flywheelRPM",0
82.07834,"/kickerRPM",0
82.079964,"/pose","-3.401636941013919E-6,1.9561846714447417E-10,3.355582971224026E-4"
82.098005,"/indexerRPM",0
82.098027,"/flywheelRPM",0
82.098048,"/kickerRPM",0
82.099635,"/pose","-3.4016369312439565E-6,1.9562657037788412E-10,3.355582972314465E-4"
82.118015,"/indexerRPM",0
82.118035,"/flywheelRPM",0
82.118055,"/kickerRPM",0
82.119541,"/pose","-3.401636941013919E-6,1.9563622492709315E-10,3.3555829708379795E-4"
82.138245,"/indexerRPM",0
82.138265,"/flywheelRPM",0
82.138284,"/kickerRPM",0
